species_id,sbml_initial_concentration,author_export_initial_value,functional_module,sbml_subsystems,primary_reduction_class,candidate_coarse_variable,conservation_family,scientific_review_class,detected_components,n_peptide,n_tRNA,n_RS30S,n_RS50S,n_ATP,n_ADP,n_AMP,n_GTP,n_GDP,n_GMP,n_PO4,n_PPi,n_CP,n_Cr,contains_ATP,contains_ADP,contains_AMP,contains_GTP,contains_GDP,contains_GMP,contains_PO4,contains_PPi,contains_CP,contains_Cr,reaction_as_reactant_count,reaction_as_product_count,confidence,needs_human_review,reason,rule_used
RS30S_IF1_IF3_IF2_GTP_fMettRNAfMetCAU_mRNA,1,0,translation_initiation,Initiation_B1|Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;IF2_active_pool;IF3_active_pool;RS30S_active_pool,NONE,RS30S + IF1 + IF3 + IF2 + GTP + fMettRNAfMetCAU + mRNA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,11,7,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF1_IF3_IF2_GTP_mRNA,1,0,translation_initiation,Initiation_B1|Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;IF2_active_pool;IF3_active_pool;RS30S_active_pool,NONE,RS30S + IF1 + IF3 + IF2 + GTP + mRNA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,9,5,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF1_IF3_fMettRNAfMetCAU_mRNA,1,0,translation_initiation,Initiation_B1|Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;IF3_active_pool;RS30S_active_pool,NONE,RS30S + IF1 + IF3 + fMettRNAfMetCAU + mRNA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,7,4,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF1_IF3_mRNA,1,0,translation_initiation,Initiation_B1|Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;IF3_active_pool;RS30S_active_pool,NONE,RS30S + IF1 + IF3 + mRNA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,9,6,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF1_fMettRNAfMetCAU_mRNA,1,0,translation_initiation,Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;RS30S_active_pool,NONE,RS30S + IF1 + fMettRNAfMetCAU + mRNA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,6,4,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF1_mRNA,1,0,translation_initiation,Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;RS30S_active_pool,NONE,RS30S + IF1 + mRNA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,8,6,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF2_GTP,1,0,translation_initiation,Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF2_active_pool;RS30S_active_pool,NONE,RS30S + IF2 + GTP,0,0,1,0,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,7,5,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF2_GTP_fMettRNAfMetCAU,1,0,translation_initiation,Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF2_active_pool;RS30S_active_pool,NONE,RS30S + IF2 + GTP + fMettRNAfMetCAU,0,1,1,0,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,7,5,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF2_GTP_fMettRNAfMetCAU_mRNA,1,0,translation_initiation,Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF2_active_pool;RS30S_active_pool,NONE,RS30S + IF2 + GTP + fMettRNAfMetCAU + mRNA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,8,6,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF2_GTP_mRNA,1,0,translation_initiation,Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF2_active_pool;RS30S_active_pool,NONE,RS30S + IF2 + GTP + mRNA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,7,5,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF3,1,0,translation_initiation,Initiation_B1,LUMP_FUNCTIONAL_POOL,R_init,IF3_active_pool;RS30S_active_pool,NONE,RS30S + IF3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,8,6,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF3_IF2_GTP,1,0,translation_initiation,Initiation_B1|Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF2_active_pool;IF3_active_pool;RS30S_active_pool,NONE,RS30S + IF3 + IF2 + GTP,0,0,1,0,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,8,5,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF3_IF2_GTP_fMettRNAfMetCAU,1,0,translation_initiation,Initiation_B1|Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF2_active_pool;IF3_active_pool;RS30S_active_pool,NONE,RS30S + IF3 + IF2 + GTP + fMettRNAfMetCAU,0,1,1,0,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,8,5,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF3_IF2_GTP_fMettRNAfMetCAU_mRNA,1,0,translation_initiation,Initiation_B1|Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF2_active_pool;IF3_active_pool;RS30S_active_pool,NONE,RS30S + IF3 + IF2 + GTP + fMettRNAfMetCAU + mRNA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,10,7,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF3_IF2_GTP_mRNA,1,0,translation_initiation,Initiation_B1|Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF2_active_pool;IF3_active_pool;RS30S_active_pool,NONE,RS30S + IF3 + IF2 + GTP + mRNA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,8,5,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF3_fMettRNAfMetCAU_mRNA,1,0,translation_initiation,Initiation_B1|Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF3_active_pool;RS30S_active_pool,NONE,RS30S + IF3 + fMettRNAfMetCAU + mRNA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,6,4,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_IF3_mRNA,1,0,translation_initiation,Initiation_B1|Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,IF3_active_pool;RS30S_active_pool,NONE,RS30S + IF3 + mRNA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,8,6,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_degraded,1,0,degradation,Elongation_B|Elongation_Ca1_GlyGCC|Elongation_Ca1_fMetCAU|Elongation_Ca2_pept0002|Elongation_Ca2_pept0003|Initiation_B1|Initiation_B2|Initiation_C|Termination_A_RF1|Termination_A_RF2|Termination_B_RF1|Termination_B_RF2|Termination_C,DEGRADED_SINK,,RS30S_degraded_pool,NONE,RS30S + degraded,0,0,1,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,0,89,high,false,"explicit _degraded terminal state; tracked in *_degraded_pool, excluded from *_active_pool; conservation candidate is *_family_total",R01_degraded_suffix
RS30S_fMettRNAfMetCAU_mRNA,1,0,translation_initiation,Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,RS30S_active_pool,NONE,RS30S + fMettRNAfMetCAU + mRNA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,5,4,high,false,30S/70S initiation-complex micro-state,R21_init
RS30S_mRNA,1,0,translation_initiation,Initiation_B2,LUMP_FUNCTIONAL_POOL,R_init,RS30S_active_pool,NONE,RS30S + mRNA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,7,6,high,false,30S/70S initiation-complex micro-state,R21_init
RS50S,1,0,translation_initiation,Elongation_B|Elongation_Ca1_GlyGCC|Elongation_Ca1_fMetCAU|Elongation_Ca2_pept0002|Elongation_Ca2_pept0003|Initiation_B1|Initiation_C|Termination_A_RF1|Termination_A_RF2|Termination_B_RF1|Termination_B_RF2|Termination_C,LUMP_FUNCTIONAL_POOL,R50_free,RS50S_active_pool,NONE,RS50S,0,0,0,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,11,154,high,false,free 50S subunit; kept separate from 30S,R21_free_50S
RS50S_EFG_GDP,1,0,translation_elongation,Elongation_B|Termination_C,LUMP_FUNCTIONAL_POOL,R_recycle,EFG_active_pool;RS50S_active_pool,MODULE_LABEL_CONFLICT_ONLY,RS50S + EFG + GDP,0,0,0,1,0,0,0,0,1,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,6,4,medium,false,subunit/70S state carrying RRF or EF-G; recycling pool candidate; module-label only: name-prior=ribosome_recycling vs topology=translation_elongation (species legitimately acts in several modules),R21_recycle
RS50S_EFG_GDP_PO4,1,0,translation_elongation,Elongation_B,LUMP_FUNCTIONAL_POOL,R_recycle,EFG_active_pool;RS50S_active_pool,MODULE_LABEL_CONFLICT_ONLY,RS50S + EFG + GDP + PO4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,false,false,false,false,true,false,true,false,false,false,4,2,medium,false,subunit/70S state carrying RRF or EF-G; recycling pool candidate; module-label only: name-prior=ribosome_recycling vs topology=translation_elongation (species legitimately acts in several modules),R21_recycle
RS50S_EFG_GTP,1,0,translation_elongation,Elongation_B,LUMP_FUNCTIONAL_POOL,R_recycle,EFG_active_pool;RS50S_active_pool,MODULE_LABEL_CONFLICT_ONLY,RS50S + EFG + GTP,0,0,0,1,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,4,2,medium,false,subunit/70S state carrying RRF or EF-G; recycling pool candidate; module-label only: name-prior=ribosome_recycling vs topology=translation_elongation (species legitimately acts in several modules),R21_recycle
RS50S_RRF,1,0,ribosome_recycling,Termination_C,LUMP_FUNCTIONAL_POOL,R_recycle,RRF_active_pool;RS50S_active_pool,NONE,RS50S + RRF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,5,3,medium,false,subunit/70S state carrying RRF or EF-G; recycling pool candidate,R21_recycle
RS50S_RRF_EFG_GDP,1,0,ribosome_recycling,Termination_C,LUMP_FUNCTIONAL_POOL,R_recycle,EFG_active_pool;RRF_active_pool;RS50S_active_pool,NONE,RS50S + RRF + EFG + GDP,0,0,0,1,0,0,0,0,1,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,6,3,medium,false,subunit/70S state carrying RRF or EF-G; recycling pool candidate,R21_recycle
RS50S_degraded,1,0,degradation,Elongation_B|Elongation_Ca1_GlyGCC|Elongation_Ca1_fMetCAU|Elongation_Ca2_pept0002|Elongation_Ca2_pept0003|Initiation_B1|Initiation_C|Termination_A_RF1|Termination_A_RF2|Termination_B_RF1|Termination_B_RF2|Termination_C,DEGRADED_SINK,,RS50S_degraded_pool,NONE,RS50S + degraded,0,0,0,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,0,70,high,false,"explicit _degraded terminal state; tracked in *_degraded_pool, excluded from *_active_pool; conservation candidate is *_family_total",R01_degraded_suffix
RS50S_tRNAGlyGCC,1,0,ribosome_recycling,Termination_C,LUMP_FUNCTIONAL_POOL,R_init,RS50S_active_pool,MODULE_LABEL_CONFLICT_ONLY,RS50S + tRNAGlyGCC,0,1,0,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,5,3,high,false,30S/70S initiation-complex micro-state; module-label only: name-prior=translation_initiation vs topology=ribosome_recycling (species legitimately acts in several modules),R21_init
RS50S_tRNAGlyGCC_EFG_GDP,1,0,translation_elongation,Termination_C,LUMP_FUNCTIONAL_POOL,R_recycle,EFG_active_pool;RS50S_active_pool,MODULE_LABEL_CONFLICT_ONLY,RS50S + tRNAGlyGCC + EFG + GDP,0,1,0,1,0,0,0,0,1,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,6,3,medium,false,subunit/70S state carrying RRF or EF-G; recycling pool candidate; module-label only: name-prior=ribosome_recycling vs topology=translation_elongation (species legitimately acts in several modules),R21_recycle
RS50S_tRNAGlyGCC_RRF,1,0,ribosome_recycling,Termination_C,LUMP_FUNCTIONAL_POOL,R_recycle,RRF_active_pool;RS50S_active_pool,NONE,RS50S + tRNAGlyGCC + RRF,0,1,0,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,6,3,medium,false,subunit/70S state carrying RRF or EF-G; recycling pool candidate,R21_recycle
RS50S_tRNAGlyGCC_RRF_EFG_GDP,1,0,ribosome_recycling,Termination_C,LUMP_FUNCTIONAL_POOL,R_recycle,EFG_active_pool;RRF_active_pool;RS50S_active_pool,NONE,RS50S + tRNAGlyGCC + RRF + EFG + GDP,0,1,0,1,0,0,0,0,1,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,8,4,medium,false,subunit/70S state carrying RRF or EF-G; recycling pool candidate,R21_recycle
RS70S,1,3,translation_initiation,Elongation_B|Initiation_B1,LUMP_FUNCTIONAL_POOL,R70_active,RS30S_active_pool;RS50S_active_pool,SCIENTIFIC_DECISION_REQUIRED,RS70S,0,0,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,7,5,medium,true,free 70S: explicit vs pooled vs transitional is an open resolution decision,R21_free_70S
RS70S_EFG_GDP,1,0,translation_elongation,Elongation_B,LUMP_FUNCTIONAL_POOL,R_recycle,EFG_active_pool;RS30S_active_pool;RS50S_active_pool,MODULE_LABEL_CONFLICT_ONLY,RS70S + EFG + GDP,0,0,1,1,0,0,0,0,1,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,5,2,medium,false,subunit/70S state carrying RRF or EF-G; recycling pool candidate; module-label only: name-prior=ribosome_recycling vs topology=translation_elongation (species legitimately acts in several modules),R21_recycle
RS70S_EFG_GDP_PO4,1,0,translation_elongation,Elongation_B,LUMP_FUNCTIONAL_POOL,R_recycle,EFG_active_pool;RS30S_active_pool;RS50S_active_pool,MODULE_LABEL_CONFLICT_ONLY,RS70S + EFG + GDP + PO4,0,0,1,1,0,0,0,0,1,0,1,0,0,0,false,false,false,false,true,false,true,false,false,false,5,2,medium,false,subunit/70S state carrying RRF or EF-G; recycling pool candidate; module-label only: name-prior=ribosome_recycling vs topology=translation_elongation (species legitimately acts in several modules),R21_recycle
RS70S_EFG_GTP,1,0,translation_elongation,Elongation_B,LUMP_FUNCTIONAL_POOL,R_recycle,EFG_active_pool;RS30S_active_pool;RS50S_active_pool,MODULE_LABEL_CONFLICT_ONLY,RS70S + EFG + GTP,0,0,1,1,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,5,2,medium,false,subunit/70S state carrying RRF or EF-G; recycling pool candidate; module-label only: name-prior=ribosome_recycling vs topology=translation_elongation (species legitimately acts in several modules),R21_recycle
RS70S_IF1,1,0,translation_initiation,Initiation_B1,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + IF1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,6,3,high,false,30S/70S initiation-complex micro-state,R21_init
RS70S_IF1_IF2_GDP_fMettRNAfMetCAU_mRNA,1,0,translation_initiation,Initiation_C,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;IF2_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + IF1 + IF2 + GDP + fMettRNAfMetCAU + mRNA,0,1,1,1,0,0,0,0,1,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,7,3,high,false,30S/70S initiation-complex micro-state,R21_init
RS70S_IF1_IF3,1,0,translation_initiation,Initiation_B1,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;IF3_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + IF1 + IF3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,7,3,high,false,30S/70S initiation-complex micro-state,R21_init
RS70S_IF1_IF3_IF2_GDP_PO4_fMettRNAfMetCAU_mRNA,1,0,translation_initiation,Initiation_C,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;IF2_active_pool;IF3_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + IF1 + IF3 + IF2 + GDP + PO4 + fMettRNAfMetCAU + mRNA,0,1,1,1,0,0,0,0,1,0,1,0,0,0,false,false,false,false,true,false,true,false,false,false,8,3,high,false,30S/70S initiation-complex micro-state,R21_init
RS70S_IF1_IF3_IF2_GDP_fMettRNAfMetCAU_mRNA,1,0,translation_initiation,Initiation_C,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;IF2_active_pool;IF3_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + IF1 + IF3 + IF2 + GDP + fMettRNAfMetCAU + mRNA,0,1,1,1,0,0,0,0,1,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,9,4,high,false,30S/70S initiation-complex micro-state,R21_init
RS70S_IF1_IF3_IF2_GTP_fMettRNAfMetCAU_mRNA,1,0,translation_initiation,Initiation_B1|Initiation_C,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;IF2_active_pool;IF3_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + IF1 + IF3 + IF2 + GTP + fMettRNAfMetCAU + mRNA,0,1,1,1,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,8,3,high,false,30S/70S initiation-complex micro-state,R21_init
RS70S_IF1_IF3_fMettRNAfMetCAU_mRNA,1,0,translation_initiation,Initiation_C,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;IF3_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + IF1 + IF3 + fMettRNAfMetCAU + mRNA,0,1,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,7,3,high,false,30S/70S initiation-complex micro-state,R21_init
RS70S_IF1_fMettRNAfMetCAU_mRNA,1,0,translation_initiation,Initiation_C,LUMP_FUNCTIONAL_POOL,R_init,IF1_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + IF1 + fMettRNAfMetCAU + mRNA,0,1,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,6,3,high,false,30S/70S initiation-complex micro-state,R21_init
RS70S_IF2_GDP_fMettRNAfMetCAU_mRNA,1,0,translation_initiation,Initiation_C,LUMP_FUNCTIONAL_POOL,R_init,IF2_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + IF2 + GDP + fMettRNAfMetCAU + mRNA,0,1,1,1,0,0,0,0,1,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,6,3,high,false,30S/70S initiation-complex micro-state,R21_init
RS70S_IF3,1,0,translation_initiation,Initiation_B1,LUMP_FUNCTIONAL_POOL,R_init,IF3_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + IF3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,6,3,high,false,30S/70S initiation-complex micro-state,R21_init
RS70S_IF3_IF2_GDP_PO4_fMettRNAfMetCAU_mRNA,1,0,translation_initiation,Initiation_C,LUMP_FUNCTIONAL_POOL,R_init,IF2_active_pool;IF3_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + IF3 + IF2 + GDP + PO4 + fMettRNAfMetCAU + mRNA,0,1,1,1,0,0,0,0,1,0,1,0,0,0,false,false,false,false,true,false,true,false,false,false,7,3,high,false,30S/70S initiation-complex micro-state,R21_init
RS70S_IF3_IF2_GDP_fMettRNAfMetCAU_mRNA,1,0,translation_initiation,Initiation_C,LUMP_FUNCTIONAL_POOL,R_init,IF2_active_pool;IF3_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + IF3 + IF2 + GDP + fMettRNAfMetCAU + mRNA,0,1,1,1,0,0,0,0,1,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,8,4,high,false,30S/70S initiation-complex micro-state,R21_init
RS70S_IF3_IF2_GTP_fMettRNAfMetCAU_mRNA,1,0,translation_initiation,Initiation_B1|Initiation_C,LUMP_FUNCTIONAL_POOL,R_init,IF2_active_pool;IF3_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + IF3 + IF2 + GTP + fMettRNAfMetCAU + mRNA,0,1,1,1,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,7,3,high,false,30S/70S initiation-complex micro-state,R21_init
RS70S_IF3_fMettRNAfMetCAU_mRNA,1,0,translation_initiation,Initiation_C,LUMP_FUNCTIONAL_POOL,R_init,IF3_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + IF3 + fMettRNAfMetCAU + mRNA,0,1,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,6,3,high,false,30S/70S initiation-complex micro-state,R21_init
THF,1,0,translation_initiation,FMet_tRNASynthesis,KEEP_EXPLICIT,,,SCIENTIFIC_DECISION_REQUIRED,THF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,3,5,medium,true,formylation cofactor outside the canonical resource list; retention is a model-resolution decision; module-label only: name-prior=aminoacylation vs topology=translation_initiation (species legitimately acts in several modules),R08_cofactor
elRS70SAGGU0002_fMet,1,0,translation_elongation,Elongation_Ca1_fMetCAU|Elongation_Ca2_pept0002,LUMP_FUNCTIONAL_POOL,R_elong,RS30S_active_pool;RS50S_active_pool,NONE,RS70S + fMet,0,0,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,6,4,high,false,elongating ribosome micro-state,R21_elong
elRS70SAGGU0002_fMet_EFTu_GDP,1,0,translation_elongation,Elongation_Ca2_pept0002,LUMP_FUNCTIONAL_POOL,R_elong,EFTu_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + fMet + EFTu + GDP,0,0,1,1,0,0,0,0,1,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,5,2,high,false,elongating ribosome micro-state,R21_elong
elRS70SAGGU0002_fMet_EFTu_GDP_GlytRNAGlyGCC,1,0,translation_elongation,Elongation_Ca2_pept0002,LUMP_FUNCTIONAL_POOL,R_elong,EFTu_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + fMet + EFTu + GDP + GlytRNAGlyGCC,0,1,1,1,0,0,0,0,1,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,6,3,high,false,elongating ribosome micro-state,R21_elong
elRS70SAGGU0002_fMet_EFTu_GDP_PO4_GlytRNAGlyGCC,1,0,translation_elongation,Elongation_Ca2_pept0002,LUMP_FUNCTIONAL_POOL,R_elong,EFTu_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + fMet + EFTu + GDP + PO4 + GlytRNAGlyGCC,0,1,1,1,0,0,0,0,1,0,1,0,0,0,false,false,false,false,true,false,true,false,false,false,5,2,high,false,elongating ribosome micro-state,R21_elong
elRS70SAGGU0002_fMet_EFTu_GTP_GlytRNAGlyGCC,1,0,translation_elongation,Elongation_Ca2_pept0002,LUMP_FUNCTIONAL_POOL,R_elong,EFTu_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + fMet + EFTu + GTP + GlytRNAGlyGCC,0,1,1,1,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,5,2,high,false,elongating ribosome micro-state,R21_elong
elRS70SAGGU0002_fMet_GlytRNAGlyGCC,1,0,translation_elongation,Elongation_Ca2_pept0002,LUMP_FUNCTIONAL_POOL,R_elong,RS30S_active_pool;RS50S_active_pool,NONE,RS70S + fMet + GlytRNAGlyGCC,0,1,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,5,3,high,false,elongating ribosome micro-state,R21_elong
elRS70SAGGU0002_fMettRNAfMetCAU,1,0,translation_elongation,Elongation_Ca1_fMetCAU|Initiation_C,LUMP_FUNCTIONAL_POOL,R_elong,RS30S_active_pool;RS50S_active_pool,NONE,RS70S + fMettRNAfMetCAU,0,1,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,6,4,high,false,elongating ribosome micro-state,R21_elong
elRS70SAGGU0003_Pept0002,1,0,translation_elongation,Elongation_Ca1_GlyGCC|Elongation_Ca2_pept0003,LUMP_FUNCTIONAL_POOL,R_elong,RS30S_active_pool;RS50S_active_pool,NONE,RS70S + Pept0002,1,0,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,6,4,high,false,elongating ribosome micro-state,R21_elong
elRS70SAGGU0003_Pept0002_EFTu_GDP,1,0,translation_elongation,Elongation_Ca2_pept0003,LUMP_FUNCTIONAL_POOL,R_elong,EFTu_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + Pept0002 + EFTu + GDP,1,0,1,1,0,0,0,0,1,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,5,2,high,false,elongating ribosome micro-state,R21_elong
elRS70SAGGU0003_Pept0002_EFTu_GDP_GlytRNAGlyGCC,1,0,translation_elongation,Elongation_Ca2_pept0003,LUMP_FUNCTIONAL_POOL,R_elong,EFTu_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + Pept0002 + EFTu + GDP + GlytRNAGlyGCC,1,1,1,1,0,0,0,0,1,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,6,3,high,false,elongating ribosome micro-state,R21_elong
elRS70SAGGU0003_Pept0002_EFTu_GDP_PO4_GlytRNAGlyGCC,1,0,translation_elongation,Elongation_Ca2_pept0003,LUMP_FUNCTIONAL_POOL,R_elong,EFTu_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + Pept0002 + EFTu + GDP + PO4 + GlytRNAGlyGCC,1,1,1,1,0,0,0,0,1,0,1,0,0,0,false,false,false,false,true,false,true,false,false,false,5,2,high,false,elongating ribosome micro-state,R21_elong
elRS70SAGGU0003_Pept0002_EFTu_GTP_GlytRNAGlyGCC,1,0,translation_elongation,Elongation_Ca2_pept0003,LUMP_FUNCTIONAL_POOL,R_elong,EFTu_active_pool;RS30S_active_pool;RS50S_active_pool,NONE,RS70S + Pept0002 + EFTu + GTP + GlytRNAGlyGCC,1,1,1,1,0,0,0,1,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,5,2,high,false,elongating ribosome micro-state,R21_elong
elRS70SAGGU0003_Pept0002_GlytRNAGlyGCC,1,0,translation_elongation,Elongation_Ca2_pept0003,LUMP_FUNCTIONAL_POOL,R_elong,RS30S_active_pool;RS50S_active_pool,NONE,RS70S + Pept0002 + GlytRNAGlyGCC,1,1,1,1,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,5,3,high,false,elongating ribosome micro-state,R21_elong
